154.18	154.37	s
154.37	154.56	m
154.37	154.56	s
154.56	154.75	m
154.56	154.75	s
154.75	154.94	m
154.75	154.94	s
154.94	155.14	m
154.94	155.14	s
155.14	155.33	m
155.14	155.33	s
155.33	155.52	m
155.33	155.52	s
155.52	155.71	m
155.52	155.71	s
155.71	155.9	m
155.71	155.9	s
155.9	156.1	m
155.9	156.1	s
156.1	156.29	m
156.1	156.29	s
156.29	156.48	m
156.29	156.48	s
156.48	156.67	m
156.48	156.67	s
156.67	156.86	m
156.67	156.86	s
156.86	157.06	m
156.86	157.06	s
157.06	157.25	m
157.06	157.25	s
157.25	157.44	m
157.25	157.44	s
157.44	157.63	m
157.44	157.63	s
157.63	157.82	m
157.63	157.82	s
157.82	158.02	m
157.82	158.02	s
158.02	158.21	m
158.02	158.21	s
158.21	158.4	m
158.21	158.4	s
158.4	158.59	m
158.4	158.59	s
158.59	158.78	m
158.59	158.78	s
158.78	158.98	m
158.78	158.98	s
158.98	159.17	m
158.98	159.17	s
159.17	159.36	m
159.17	159.36	s
159.36	159.55	m
159.36	159.55	s
159.55	159.74	m
159.55	159.74	s
159.74	159.94	m
159.74	159.94	s
159.94	160.13	m
159.94	160.13	s
160.13	160.32	m
160.13	160.32	s
160.32	160.51	m
160.32	160.51	s
160.51	160.7	m
160.51	160.7	s
160.7	160.9	m
160.7	160.9	s
160.9	161.09	m
160.9	161.09	s
161.09	161.28	m
161.09	161.28	s
161.28	161.47	m
161.28	161.47	s
161.47	161.66	m
161.47	161.66	s
161.66	161.86	m
161.66	161.86	s
161.86	162.05	m
161.86	162.05	s
162.05	162.24	m
162.05	162.24	s
162.24	162.43	m
162.24	162.43	s
162.43	162.62	m
162.43	162.62	s
162.62	162.82	m
162.62	162.82	s
162.82	163.01	m
162.82	163.01	s
163.01	163.2	m
163.01	163.2	s
163.2	163.39	m
163.2	163.39	s
163.39	163.58	m
163.39	163.58	s
163.58	163.78	m
163.58	163.78	s
163.78	163.97	m
163.78	163.97	s
163.97	164.16	m
163.97	164.16	s
164.16	164.35	m
164.16	164.35	s
164.35	164.54	m
164.35	164.54	s
164.54	164.74	m
164.54	164.74	s
164.74	164.93	m
164.74	164.93	s
164.93	165.12	m
164.93	165.12	s
165.12	165.31	m
165.12	165.31	s
165.31	165.5	m
165.31	165.5	s
165.5	165.7	m
165.5	165.7	s
165.7	165.89	m
165.7	165.89	s
165.89	166.08	m
165.89	166.08	s
166.08	166.27	m
166.08	166.27	s
166.27	166.46	m
166.27	166.46	s
166.46	166.66	m
166.46	166.66	s
166.66	166.85	m
166.66	166.85	s
166.85	167.04	m
166.85	167.04	s
167.04	167.23	m
167.04	167.23	s
167.23	167.42	m
167.23	167.42	s
167.42	167.62	m
167.42	167.62	s
167.62	167.81	m
167.62	167.81	s
167.81	168.0	m
167.81	168.0	s
168.0	168.19	m
168.0	168.19	s
168.19	168.38	m
168.19	168.38	s
168.38	168.58	m
168.38	168.58	s
168.58	168.77	m
168.58	168.77	s
168.77	168.96	m
168.77	168.96	s
168.96	169.15	m
168.96	169.15	s
169.15	169.34	m
169.15	169.34	s
169.34	169.54	m
169.34	169.54	s
169.54	169.73	m
169.54	169.73	s
169.73	169.92	m
169.73	169.92	s
169.92	170.11	m
169.92	170.11	s
170.11	170.3	m
170.11	170.3	s
170.3	170.5	m
170.3	170.5	s
170.5	170.69	m
170.5	170.69	s
170.69	170.88	m
170.69	170.88	s
170.88	171.07	m
170.88	171.07	s
171.07	171.26	m
171.07	171.26	s
171.26	171.46	m
171.26	171.46	s
171.46	171.65	m
171.46	171.65	s
171.65	171.84	m
171.65	171.84	s
171.84	172.03	m
171.84	172.03	s
172.03	172.22	m
172.03	172.22	s
172.22	172.42	m
172.22	172.42	s
172.42	172.61	m
172.42	172.61	s
172.61	172.8	m
172.61	172.8	s
172.8	172.99	m
172.8	172.99	s
172.99	173.18	m
172.99	173.18	s
173.18	173.38	m
173.18	173.38	s
173.38	173.57	m
173.38	173.57	s
173.57	173.76	m
173.57	173.76	s
173.76	173.95	m
173.76	173.95	s
173.95	174.14	m
173.95	174.14	s
174.14	174.34	m
174.14	174.34	s
174.34	174.53	m
174.34	174.53	s
174.53	174.72	m
174.53	174.72	s
174.72	174.91	m
174.72	174.91	s
174.91	175.1	m
174.91	175.1	s
175.1	175.3	m
175.1	175.3	s
175.3	175.49	m
175.3	175.49	s
175.49	175.68	m
175.49	175.68	s
175.68	175.87	m
175.68	175.87	s
175.87	176.06	m
175.87	176.06	s
176.06	176.26	m
176.06	176.26	s
176.26	176.45	m
176.26	176.45	s
176.45	176.64	m
176.45	176.64	s
176.64	176.83	m
176.64	176.83	s
176.83	177.02	m
176.83	177.02	s
177.02	177.22	m
177.02	177.22	s
177.22	177.41	m
177.22	177.41	s
177.41	177.6	m
177.41	177.6	s
177.6	177.79	m
177.6	177.79	s
177.79	177.98	m
177.79	177.98	s
177.98	178.18	m
177.98	178.18	s
178.18	178.37	m
178.18	178.37	s
178.37	178.56	m
178.37	178.56	s
178.56	178.75	m
178.56	178.75	s
178.75	178.94	m
178.75	178.94	s
178.94	179.14	m
178.94	179.14	s
179.14	179.33	m
179.14	179.33	s
179.33	179.52	m
179.33	179.52	s
179.52	179.71	m
179.52	179.71	s
179.71	179.9	m
179.71	179.9	s
179.9	180.1	m
179.9	180.1	s
180.1	180.29	m
180.1	180.29	s
180.29	180.48	m
180.29	180.48	s
180.48	180.67	m
180.48	180.67	s
180.67	180.86	m
180.67	180.86	s
180.86	181.06	m
180.86	181.06	s
181.06	181.25	m
181.06	181.25	s
181.25	181.44	m
181.25	181.44	s
181.44	181.63	m
181.44	181.63	s
181.63	181.82	m
181.63	181.82	s
181.82	182.02	m
182.02	182.21	m
182.21	182.4	m
182.4	182.59	m
182.59	182.78	m
182.78	182.98	m
182.78	182.98	s
182.98	183.17	m
182.98	183.17	s
183.17	183.36	m
183.17	183.36	s
183.36	183.55	m
183.36	183.55	s
183.55	183.74	m
183.55	183.74	s
183.74	183.94	m
183.74	183.94	s
183.94	184.13	m
183.94	184.13	s
184.13	184.32	m
184.13	184.32	s
184.32	184.51	m
184.32	184.51	s
184.51	184.7	m
184.51	184.7	s
184.7	184.9	m
184.7	184.9	s
184.9	185.09	m
184.9	185.09	s
185.09	185.28	m
185.09	185.28	s
185.28	185.47	m
185.28	185.47	s
185.47	185.66	m
185.47	185.66	s
185.66	185.86	m
185.66	185.86	s
185.86	186.05	m
185.86	186.05	s
186.05	186.24	m
186.05	186.24	s
186.24	186.43	m
186.24	186.43	s
186.43	186.62	m
186.43	186.62	s
186.62	186.82	m
186.62	186.82	s
186.82	187.01	m
186.82	187.01	s
187.01	187.2	m
187.01	187.2	s
187.2	187.39	m
187.2	187.39	s
187.39	187.58	m
187.39	187.58	s
187.58	187.78	m
187.58	187.78	s
187.78	187.97	m
187.78	187.97	s
187.97	188.16	m
187.97	188.16	s
188.16	188.35	m
188.16	188.35	s
188.35	188.54	m
188.35	188.54	s
188.54	188.74	m
188.54	188.74	s
188.74	188.93	m
188.74	188.93	s
188.93	189.12	m
188.93	189.12	s
189.12	189.31	m
189.12	189.31	s
189.31	189.5	m
189.31	189.5	s
189.5	189.7	m
189.5	189.7	s
189.7	189.89	m
189.7	189.89	s
189.89	190.08	m
189.89	190.08	s
190.08	190.27	m
190.08	190.27	s
190.27	190.46	m
190.27	190.46	s
190.46	190.66	m
190.46	190.66	s
190.66	190.85	m
190.66	190.85	s
190.85	191.04	m
190.85	191.04	s
191.04	191.23	m
191.04	191.23	s
191.23	191.42	m
191.23	191.42	s
191.42	191.62	m
191.42	191.62	s
191.62	191.81	m
191.81	192.0	m
192.0	192.19	m
192.19	192.38	m
192.19	192.38	s
192.38	192.58	m
192.38	192.58	s
192.58	192.77	m
192.58	192.77	s
192.77	192.96	m
192.77	192.96	s
192.96	193.15	m
192.96	193.15	s
193.15	193.34	m
193.15	193.34	s
193.34	193.54	m
193.34	193.54	s
193.54	193.73	m
193.54	193.73	s
193.73	193.92	m
193.73	193.92	s
193.92	194.11	m
193.92	194.11	s
194.11	194.3	m
194.11	194.3	s
194.3	194.5	m
194.3	194.5	s
194.5	194.69	m
194.5	194.69	s
194.69	194.88	m
194.69	194.88	s
194.88	195.07	m
194.88	195.07	s
195.07	195.26	m
195.07	195.26	s
195.26	195.46	m
195.26	195.46	s
195.46	195.65	m
195.46	195.65	s
195.65	195.84	m
195.65	195.84	s
195.84	196.03	m
195.84	196.03	s
196.03	196.22	m
196.03	196.22	s
196.22	196.42	m
196.22	196.42	s
196.42	196.61	m
196.42	196.61	s
196.61	196.8	m
196.61	196.8	s
196.8	196.99	m
196.8	196.99	s
196.99	197.18	m
196.99	197.18	s
197.18	197.38	m
197.18	197.38	s
197.38	197.57	m
197.38	197.57	s
197.57	197.76	m
197.57	197.76	s
197.76	197.95	m
197.76	197.95	s
197.95	198.14	m
197.95	198.14	s
198.14	198.34	m
198.14	198.34	s
198.34	198.53	m
198.34	198.53	s
198.53	198.72	m
198.53	198.72	s
198.72	198.91	m
198.72	198.91	s
198.91	199.1	m
198.91	199.1	s
199.1	199.3	m
199.1	199.3	s
199.3	199.49	m
199.3	199.49	s
199.49	199.68	m
199.49	199.68	s
199.68	199.87	m
199.87	200.06	m
200.06	200.26	m
200.26	200.45	m
200.45	200.64	m
200.64	200.83	m
200.83	201.02	m
201.02	201.22	m
201.22	201.41	m
201.41	201.6	m
201.6	201.79	m
201.79	201.98	m
201.98	202.18	m
202.18	202.37	m
202.37	202.56	m
202.56	202.75	m
202.75	202.94	m
202.94	203.14	m
203.14	203.33	m
203.33	203.52	m
203.52	203.71	m
203.71	203.9	m
203.9	204.1	m
204.1	204.29	m
204.29	204.48	m
204.48	204.67	m
204.67	204.86	m
204.86	205.06	m
205.06	205.25	m
205.06	205.25	s
205.25	205.44	m
205.25	205.44	s
205.44	205.63	m
205.63	205.82	m
205.82	206.02	m
205.82	206.02	s
206.02	206.21	m
206.02	206.21	s
206.21	206.4	m
206.4	206.59	m
206.4	206.59	s
206.59	206.78	m
206.59	206.78	s
206.78	206.98	m
206.98	207.17	m
207.17	207.36	m
207.17	207.36	s
207.36	207.55	m
207.36	207.55	s
207.55	207.74	m
207.55	207.74	s
207.74	207.94	m
207.74	207.94	s
207.94	208.13	m
207.94	208.13	s
208.13	208.32	m
208.13	208.32	s
208.32	208.51	m
208.32	208.51	s
208.51	208.7	m
208.51	208.7	s
208.7	208.9	m
208.7	208.9	s
208.9	209.09	m
208.9	209.09	s
209.09	209.28	m
209.09	209.28	s
209.28	209.47	m
209.28	209.47	s
209.47	209.66	m
209.47	209.66	s
209.66	209.86	m
209.66	209.86	s
209.86	210.05	m
209.86	210.05	s
210.05	210.24	m
210.05	210.24	s
210.24	210.43	m
210.24	210.43	s
210.43	210.62	m
210.43	210.62	s
210.62	210.82	m
210.62	210.82	s
210.82	211.01	m
210.82	211.01	s
211.01	211.2	m
211.01	211.2	s
